Material,Angle,Sunlight_Intensity,Temperature,Output
thin-film,30.0,800.0,40.0,64.08587988004848
thin-film,30.0,1000.0,10.0,93.09773090682717
thin-film,30.0,1000.0,17.5,89.85013564263552
thin-film,30.0,1000.0,25.0,86.60254037844388
thin-film,30.0,1000.0,32.5,83.35494511425223
thin-film,30.0,1000.0,40.0,80.10734985006059
thin-film,40.0,200.0,10.0,16.469955527058026
thin-film,40.0,200.0,17.5,15.895422194718794
thin-film,40.0,200.0,25.0,15.32088886237956
thin-film,40.0,200.0,32.5,14.746355530040328
thin-film,40.0,200.0,40.0,14.171822197701095
thin-film,40.0,400.0,10.0,32.93991105411605
thin-film,40.0,400.0,17.5,31.790844389437588
thin-film,40.0,400.0,25.0,30.64177772475912
thin-film,40.0,400.0,32.5,29.492711060080655
thin-film,40.0,400.0,40.0,28.34364439540219
thin-film,40.0,600.0,10.0,49.40986658117408
thin-film,40.0,600.0,17.5,47.686266584156385
thin-film,40.0,600.0,25.0,45.96266658713868
thin-film,40.0,600.0,32.5,44.23906659012098
thin-film,40.0,600.0,40.0,42.515466593103284
thin-film,40.0,800.0,10.0,65.8798221082321
thin-film,40.0,800.0,17.5,63.581688778875176
thin-film,40.0,800.0,25.0,61.28355544951824
thin-film,40.0,800.0,32.5,58.98542212016131
thin-film,40.0,800.0,40.0,56.68728879080438
thin-film,40.0,1000.0,10.0,82.34977763529014
thin-film,40.0,1000.0,17.5,79.47711097359398
thin-film,40.0,1000.0,25.0,76.60444431189781
thin-film,40.0,1000.0,32.5,73.73177765020164
thin-film,40.0,1000.0,40.0,70.85911098850548
thin-film,50.0,200.0,10.0,13.819933608260596
thin-film,50.0,200.0,17.5,13.337842900995692
thin-film,50.0,200.0,25.0,12.855752193730787
thin-film,50.0,200.0,32.5,12.373661486465883
thin-film,50.0,200.0,40.0,11.89157077920098
thin-film,50.0,400.0,10.0,27.639867216521193
thin-film,50.0,400.0,17.5,26.675685801991385
thin-film,50.0,400.0,25.0,25.711504387461574
thin-film,50.0,400.0,32.5,24.747322972931766
thin-film,50.0,400.0,40.0,23.78314155840196
thin-film,50.0,600.0,10.0,41.45980082478179
thin-film,50.0,600.0,17.5,40.01352870298708
thin-film,50.0,600.0,25.0,38.56725658119236
thin-film,50.0,600.0,32.5,37.12098445939765
thin-film,50.0,600.0,40.0,35.67471233760294
thin-film,50.0,800.0,10.0,55.279734433042385
thin-film,50.0,800.0,17.5,53.35137160398277
thin-film,50.0,800.0,25.0,51.42300877492315
thin-film,50.0,800.0,32.5,49.49464594586353
thin-film,50.0,800.0,40.0,47.56628311680392
thin-film,50.0,1000.0,10.0,69.09966804130298
thin-film,50.0,1000.0,17.5,66.68921450497847
thin-film,50.0,1000.0,25.0,64.27876096865394
thin-film,50.0,1000.0,32.5,61.868307432329416
thin-film,50.0,1000.0,40.0,59.4578538960049
thin-film,60.0,200.0,10.0,10.750000000000002
thin-film,60.0,200.0,17.5,10.375000000000002
thin-film,60.0,200.0,25.0,10.000000000000002
thin-film,60.0,200.0,32.5,9.625000000000002
thin-film,60.0,200.0,40.0,9.250000000000004
thin-film,60.0,400.0,10.0,21.500000000000004
thin-film,60.0,400.0,17.5,20.750000000000004
thin-film,60.0,400.0,25.0,20.000000000000004
thin-film,60.0,400.0,32.5,19.250000000000004
thin-film,60.0,400.0,40.0,18.500000000000007
thin-film,60.0,600.0,10.0,32.25000000000001
thin-film,60.0,600.0,17.5,31.12500000000001
thin-film,60.0,600.0,25.0,30.000000000000007
thin-film,60.0,600.0,32.5,28.875000000000007
thin-film,60.0,600.0,40.0,27.75000000000001
thin-film,60.0,800.0,10.0,43.00000000000001
thin-film,60.0,800.0,17.5,41.50000000000001
thin-film,60.0,800.0,25.0,40.00000000000001
thin-film,60.0,800.0,32.5,38.50000000000001
thin-film,60.0,800.0,40.0,37.000000000000014
thin-film,60.0,1000.0,10.0,53.750000000000014
thin-film,60.0,1000.0,17.5,51.87500000000002
thin-film,60.0,1000.0,25.0,50.000000000000014
thin-film,60.0,1000.0,32.5,48.125000000000014
thin-film,60.0,1000.0,40.0,46.250000000000014
thin-film,70.0,200.0,10.0,7.35343308150188
thin-film,70.0,200.0,17.5,7.096917974007628
thin-film,70.0,200.0,25.0,6.840402866513377
thin-film,70.0,200.0,32.5,6.583887759019125
thin-film,70.0,200.0,40.0,6.3273726515248745
thin-film,70.0,400.0,10.0,14.70686616300376
thin-film,70.0,400.0,17.5,14.193835948015256
thin-film,70.0,400.0,25.0,13.680805733026753
thin-film,70.0,400.0,32.5,13.16777551803825
thin-film,70.0,400.0,40.0,12.654745303049749
thin-film,70.0,600.0,10.0,22.06029924450564
thin-film,70.0,600.0,17.5,21.290753922022887
thin-film,70.0,600.0,25.0,20.52120859954013
thin-film,70.0,600.0,32.5,19.751663277057375
thin-film,70.0,600.0,40.0,18.982117954574623
thin-film,70.0,800.0,10.0,29.41373232600752
thin-film,70.0,800.0,17.5,28.38767189603051
thin-film,70.0,800.0,25.0,27.361611466053507
thin-film,70.0,800.0,32.5,26.3355510360765
thin-film,70.0,800.0,40.0,25.309490606099498
thin-film,70.0,1000.0,10.0,36.767165407509395
thin-film,70.0,1000.0,17.5,35.48458987003814
thin-film,70.0,1000.0,25.0,34.20201433256688
thin-film,70.0,1000.0,32.5,32.91943879509562
thin-film,70.0,1000.0,40.0,31.63686325762437
thin-film,80.0,200.0,10.0,3.733435819839004
thin-film,80.0,200.0,17.5,3.6031996865888063
thin-film,80.0,200.0,25.0,3.4729635533386083
thin-film,80.0,200.0,32.5,3.3427274200884103
thin-film,80.0,200.0,40.0,3.212491286838213
thin-film,80.0,400.0,10.0,7.466871639678008
thin-film,80.0,400.0,17.5,7.206399373177613
thin-film,80.0,400.0,25.0,6.945927106677217
thin-film,80.0,400.0,32.5,6.685454840176821
thin-film,80.0,400.0,40.0,6.424982573676426
thin-film,80.0,600.0,10.0,11.200307459517012
thin-film,80.0,600.0,17.5,10.80959905976642
thin-film,80.0,600.0,25.0,10.418890660015824
thin-film,80.0,600.0,32.5,10.02818226026523
thin-film,80.0,600.0,40.0,9.637473860514639
thin-film,80.0,800.0,10.0,14.933743279356015
thin-film,80.0,800.0,17.5,14.412798746355225
thin-film,80.0,800.0,25.0,13.891854213354433
thin-film,80.0,800.0,32.5,13.370909680353641
thin-film,80.0,800.0,40.0,12.849965147352853
thin-film,80.0,1000.0,10.0,18.66717909919502
thin-film,80.0,1000.0,17.5,18.015998432944034
thin-film,80.0,1000.0,25.0,17.36481776669304
thin-film,80.0,1000.0,32.5,16.713637100442053
thin-film,80.0,1000.0,40.0,16.062456434191066
thin-film,90.0,200.0,10.0,1.3164953090834046e-15
thin-film,90.0,200.0,17.5,1.270571054115379e-15
thin-film,90.0,200.0,25.0,1.2246467991473533e-15
thin-film,90.0,200.0,32.5,1.1787225441793274e-15
thin-film,90.0,200.0,40.0,1.1327982892113019e-15
thin-film,90.0,400.0,10.0,2.6329906181668092e-15
thin-film,90.0,400.0,17.5,2.541142108230758e-15
thin-film,90.0,400.0,25.0,2.4492935982947065e-15
thin-film,90.0,400.0,32.5,2.3574450883586548e-15
thin-film,90.0,400.0,40.0,2.2655965784226038e-15
thin-film,90.0,600.0,10.0,3.949485927250214e-15
thin-film,90.0,600.0,17.5,3.811713162346137e-15
thin-film,90.0,600.0,25.0,3.67394039744206e-15
thin-film,90.0,600.0,32.5,3.5361676325379825e-15
thin-film,90.0,600.0,40.0,3.3983948676339055e-15
thin-film,90.0,800.0,10.0,5.2659812363336185e-15
thin-film,90.0,800.0,17.5,5.082284216461516e-15
thin-film,90.0,800.0,25.0,4.898587196589413e-15
thin-film,90.0,800.0,32.5,4.7148901767173095e-15
thin-film,90.0,800.0,40.0,4.5311931568452076e-15
thin-film,90.0,1000.0,10.0,6.582476545417024e-15
thin-film,90.0,1000.0,17.5,6.352855270576895e-15
thin-film,90.0,1000.0,25.0,6.123233995736766e-15
thin-film,90.0,1000.0,32.5,5.893612720896638e-15
thin-film,90.0,1000.0,40.0,5.663991446056509e-15
